ecosystem,package_name,version,label
npm,frontend-new,1.3.5,malicious
npm,init-discord,2.5.5,malicious
npm,@antv/f-lottie,1.11.0,malicious
npm,aiohappyeyeballs,0.1.4,malicious
npm,navi-design-system,7.0.0,malicious
npm,@revizor/reporter-console,1.99.0,malicious
npm,owncloud-activity,99.0.1,malicious
npm,sechub-web-ui,9.9.9,malicious
npm,elf-stats-gingersnap-sparkler-768,1.0.1,malicious
npm,@digicroz/typed-api-kit,1.0.3,malicious
npm,ldhemrdhs60152,1.250915.11001,malicious
npm,dell-internal-auth-drzak,99.9.9,malicious
npm,ldhpgemrdhs92007,1.250701.10915,malicious
npm,down_load_ebook_cat_kid_comic_club_a_graphic_novel_cat_kid_comic_by_dav_pilkey_wnu8b,1.0.0,malicious
npm,@antv/awards,0.1.9,malicious
npm,@terraform-aws-github-runner/aws-ssm-uti,1.999.0,malicious
npm,rabbitmq-sdk,0.1.0,malicious
npm,@krentzen/buffer-reverse,1.0.3,malicious
npm,temp-nextjs,99.0.9,malicious
npm,uxproject11,1.0.0,malicious
npm,strapi-plugin-core,3.6.8,malicious
npm,@squawk/icao-registry,0.5.6,malicious
npm,elf-stats-gingersnap-reindeer-987,1.0.0,malicious
npm,connector-colaborator,1.0.0,malicious
npm,react-native-retriable-fetch,2.0.1,malicious
npm,notifications-broadcast,99.9.1,malicious
npm,unhandledrejection1,1.0.2,malicious
npm,updated-tricks-v-bucks-generator-free_2023-safe-ahk,1.0.0,malicious
npm,@ozon-shared-deps/ozon-fe__media-player-standard,0.0.80,malicious
npm,string-setup-helper,1.0.0,malicious
npm,sap-action,0.0.0,malicious
npm,dex-sample-app,1.0.0,malicious
npm,spiffe.io,1.0.0,malicious
npm,rallyslack,1.0.0,malicious
npm,@chunklab/hexparse,1.1.7,malicious
npm,updated-tricks-v-bucks-generator-free_2023-v0mwd2,5.2.7,malicious
npm,@rbacore/mappers,2.2.2,malicious
npm,oasis-os-theming,5.0.1,malicious
npm,tc-portal,15.0.5,malicious
npm,@bmwfedev/playwright-helpers,0.0.1-security,malicious
npm,@nxt-costco-com/forge-icons,9.9.9,malicious
npm,intel-enterprise-rag-ui,1.2.3,malicious
npm,cursed-ecto-d3ab00,1.0.1,malicious
npm,singlestore-avro-sample,1001.0.1,malicious
npm,session-validate,2.2.4,malicious
npm,vscode-dotnet-sdk,1.0.0,malicious
npm,dw-api-mock,1.0.0,malicious
npm,circuit-runtime-screen-test,10.0.1,malicious
npm,meteor-roles,1.0.0,malicious
npm,elf-stats-frostbitten-ribbon-950,1.0.0,malicious
npm,n8n-nodes-devops-utils,1.0.7,malicious
npm,0x-smart-contracts,99.99.99,malicious
npm,@vertiv-co/voidray-sdk-addon-audio,1.12.1,malicious
npm,sysbu,1.0.2,malicious
npm,down_load_ebook_a_unica_coisa_by_gary_keller_jay_papasan_76ozf,1.0.0,malicious
npm,celo-token-list,100.99.99,malicious
npm,webbundle-plugins,8.3.1,malicious
npm,daumu,89.3.5,malicious
npm,updated-tricks-roblox-robux-generator-2023-de-dsdfrf,5.2.7,malicious
npm,move-binary-format-wasm,1.1.0,malicious
npm,ovault-evm,99.0.0,malicious
npm,abcotv-constants,1.0.0,malicious
npm,@callcenter-frontend/ui-components,99.0.2025091-3.14,malicious
npm,@indigo-web/material,2.4.0,malicious
npm,safeness-sb,3.3.3,malicious
npm,devedge,9.4.9,malicious
npm,plugin-transform-unicode-property-regex,213.21.24,malicious
npm,react-medias,1.1.4,malicious
npm,argoncrypt,1.2.3,malicious
npm,web3-socketio,1.95.1,malicious
npm,eslint-plugin-module-dependencies,6.5.8,malicious
npm,repsol-uikit,9.999.0,malicious
npm,@appleseed-apple/ac-sasskit,99.9.9,malicious
npm,glide-core,2.0.0,malicious
npm,eithernet,10.0.1,malicious
npm,sap-caption,0.0.0,malicious
npm,sickle-wrapper,0.2.0,malicious
npm,check-dependency-ver-consistency,99.11.18,malicious
npm,updated-tricks-v-bucks-generator-free_2023-ehy45,4.2.7,malicious
npm,hermes-inspector-msggen,12.9.1,malicious
npm,seatalk-protocol,6.5.8,malicious
npm,blablablabla,1.0.0,malicious
npm,loggercompanyab57ty,8.0.0,malicious
npm,nayan-videos-downloader,0.0.9,malicious
npm,android-mobile-agent,99.0.9,malicious
npm,elf-stats-caroling-wreath-635,1.0.0,malicious
npm,kikos,1.0.0,malicious
npm,wix-test-package,0.0.10,malicious
npm,@tw-utils/static,99.0.1,malicious
npm,medusa-plugin-announcement,0.0.3,malicious
npm,elf-stats-sugarplum-star-404,99.9.9,malicious
npm,params-valid-js,1.0.0,malicious
npm,bookingcom-cache,999.9.9,malicious
npm,metrify-node,2.4.5,malicious
npm,rbds-frill-auth0-integration,9.9.9,malicious
npm,tpg-tc-ui-components,2.0.1,malicious
npm,prod-interno,33.12.10,malicious
npm,fatfingers-hello,1.0.0,malicious
npm,some_internal_package_for_testing,99.9.9,malicious
npm,eckoplugin,4.7.0,malicious
npm,@aledade-org/dsi,99.0.0,malicious
npm,react-toast-cold,2.6.1,malicious
npm,werufgugweuiguiwergqui,2.3.9,malicious
npm,seller-common,6.5.8,malicious
npm,scriptconfig,1.0.0,malicious
npm,@access-risk/browser-remedy-react,99.1.1,malicious
npm,uber-auth,999.9.9,malicious
npm,puppeteer-example,0.1.2,malicious
npm,rank253222,1.0.1,malicious
npm,accion-devolucions-john-wick-keanu-reeves-accion-en-casa-la-mejor-neova-pelicula-publicada--en-casa-en-lienia-lliena-love,1.0.0,malicious
npm,rstreams-metrics,2.0.2,malicious
npm,elf-stats-snowdusted-saddlebag-127,2.0.0,malicious
npm,wdio-web-reporter,0.1.3,malicious
npm,n8n-nodes-api-finder,1.0.0,malicious
npm,symphony-list,1.0.1,malicious
npm,typescript-aurelia-api,1.0.0,malicious
npm,rreactjs,1.1.2,malicious
npm,@antstackio/json-to-graphql,1.0.3,malicious
npm,down_load_ebook_appetite_by_ed_balls_el983,1.0.0,malicious
npm,auth0-lock-browserify,1.0.0,malicious
npm,@inner-source/ciam-sdk,1.0.0,malicious
npm,@rbacore/constants,2.2.2,malicious
npm,@autoheal/setup,1.0.2,malicious
npm,metricflow-tracker,1.0.0,malicious
npm,abuden221,1.7.7,malicious
npm,classbreeze-utils,0.7.8,malicious
npm,@daylightqc/date-fmt-lite,1.1.1,malicious
npm,polaris-report,6.5.8,malicious
npm,@mastra/ai-sdk,1.4.6,malicious
npm,chai-async-promised,0.0.1-security,malicious
npm,chai-as-decrypted,4.2.8,malicious
npm,updated-tricks-v-bucks-generator-free_2023-vfgt6r52,5.2.7,malicious
npm,metrics-probe-77d4,1.0.0,malicious
npm,@capacitor-bmo/common,99.0.0,malicious
npm,@googlesitekit/assets,9.9.9,malicious
npm,@fdp-tools/artifactory,0.0.10,malicious
npm,polygon-toolkit-validate,1.0.5,malicious
npm,csp-react,1.0.0,malicious
npm,elf-stats-mistletoe-cookie-256,1.0.1,malicious
npm,minify_flp,1.0.0,malicious
npm,babel-plugin-styled-componentsss,9.9.10,malicious
npm,bytes-guides,99.3.5,malicious
npm,svelte-daily-prebuilt,2.0.0,malicious
npm,business-kpi-manager-1.0.0,1.19.0,malicious
npm,nflx-blesk,9.0.1,malicious
npm,@revizor/reporter-gitlab,1.99.0,malicious
npm,miwoeuns,18.9.60,malicious
npm,csvtool,1.0.0,malicious
npm,privy-frames-drop,1.0.0,malicious
npm,@hibachi-xyz/common,99.0.0,malicious
npm,fyre-utils,1.0.0,malicious
npm,planweb-core-ui,2.0.5,malicious
npm,down_load_epub_the_mystery_at_dunvegan_castle_5o3xgv,1.0.0,malicious
npm,essentialist-gallery-block-cgb-guten-block,1.0.0,malicious
npm,encrata-cli,0.2.0,malicious
npm,onemoretest9,1.0.0,malicious
npm,speed4,1.1.7,malicious
npm,pages14.0.0_i18n,2.2.2,malicious
npm,toobit-main,19.4.9,malicious
npm,phantom-labs-sandbox,999.0.0,malicious
npm,kraken-ui,999.0.0,malicious
npm,elkeid,9.3.5,malicious
npm,nova-ssr-utils,1.0.1,malicious
npm,chain-await-dom,1.3.4,malicious
npm,jobber-app-template-react,1.0.1,malicious
npm,iarna,213.21.24,malicious
npm,@zettle-bo/pp-profile-widget,35.0.0,malicious
npm,threads5,5.0.1,malicious
npm,@operato/board,9.0.36,malicious
npm,microsoft.netcore.universalwindowsplatform,99.99.99,malicious
npm,@moonpig/web-core-utils,172.0.0,malicious
npm,@global-engineering-shared/gweb-material-global,99.99.1,malicious
npm,grabathon-4.0,7.7.8,malicious
npm,aaguid,1.0.0,malicious
npm,7.7m-views-in-boots-the-last-wish-2023-full-online-free-on-streaming-at-home,1.0.0,malicious
npm,down_load_ebook_imparables_by_teresa_baro_ykfvy,1.0.0,malicious
npm,near-abi-client-js,1.1.0,malicious
npm,happy-dlscord.js,14.16.3,malicious
npm,efx-angular-components,12.0.4,malicious
npm,nullrift,1.0.0,malicious
npm,child-youth-promotion-banner,99.0.2,malicious
npm,@uipath/context-grounding-tool,0.1.1,malicious
npm,dropbox-checkout,999.9.9,malicious
npm,sendbird-visual-test,11005.0.1,malicious
npm,sturdyfetch22,0.30.1,malicious
npm,bitboxapp,1.9.0,malicious
npm,angular-mocks-1.8,1.0.0,malicious
npm,dof-ff,15.8.4,malicious
npm,ids-enterprise-mcp-server,0.0.2,malicious
npm,bank-utils,33.12.13,malicious
npm,cccmyssr3,1.0.0,malicious
npm,cmpuiforoath,1.1.0,malicious
npm,watch-creed-3-online-free-is-creed-iii-streaming-on-at-streaming,1.0.0,malicious
npm,gitsafe,1.0.5,malicious
npm,@sas-dvr/nova-crossorigin-auth,132.0.0,malicious
npm,watch_perfect_addiction_fullmovies_online_on_streaming,1.0.0,malicious
npm,badoo-frontend,99.0.2,malicious
npm,vite-default,1.3.5,malicious
npm,casino-luzern-easter-frontend,0.0.1,malicious
npm,ayp-tool,1.0.1,malicious
npm,bizsignupnodeweb,99.11.9,malicious
npm,epxresso,5.1.0,malicious
npm,proleis-web-file-input,10.0.0,malicious
npm,@frontend-clients/wallet-web,8.1.4,malicious
npm,ai-node-relay,0.0.1,malicious
npm,@evg-ui/lib,99.9.0,malicious
npm,corp-config,33.12.10,malicious
npm,dropbox-api-client,999.9.9,malicious
npm,@art-ws/package-base,1.0.5,malicious
npm,sap-bbconfigloc,0.0.0,malicious
npm,lookerbot,2000.0.0,malicious
npm,@citi-icg-158830/elemental-ui-react,0.0.0-defensive-callback.2,malicious
npm,cli-docs-site,1.1.0,malicious
npm,@deadcode09284814/axios-util,1.0.1,malicious
npm,@espace-client-axafr/sdj,1.0.0,malicious
npm,getorcreateprecachecontroller,1.0.0,malicious
npm,web3-2-alpha,100.99.99,malicious
npm,com.unity.sharp-zip-lib,9.1.0,malicious
npm,@sporta-technology/d11-web-components.snackbar,0.0.52,malicious
npm,discord-web-stream.js,1.0.0,malicious
npm,ent-profile-unauth-stop,999.1.5,malicious
npm,commonweb-flow,10.11.0,malicious
npm,@ddh-libraries/analytics,99.0.0,malicious
npm,@hpanel-mf/hpanel,0.9.99,malicious
npm,productivity-suite-shared-library,10.0.1,malicious
npm,wallet-adapter-demo,1.0.0,malicious
npm,@nativescript-community/typeorm,0.2.33,malicious
npm,@xbox-web/xbox-foundation,14.0.0,malicious
npm,ngweb,1.0.1,malicious
npm,reatctjs,1.1.2,malicious
npm,normalize-plus,3.6.6,malicious
npm,@cdh-data-portal-theme/build,20.0.0,malicious
npm,easy-time-format,1.0.0,malicious
npm,one-fixed-dep-bins,1.1.0,malicious
npm,cash-app-money-generator-new-working-2023-oiuyasew-upa,1.2.37,malicious
npm,mv-basico,1.0.0,malicious
npm,cg-be-package,1.0.0,malicious
npm,posthog-react-native,4.12.5,malicious
npm,@orion-design-system/components,9999.0.2,malicious
npm,request-performance,1.0.0,malicious
npm,@toptal/picasso-provider,5.1.1,malicious
npm,polymarket-kelly-stake-math,3.6.1,malicious
npm,aspose,9.9.9,malicious
npm,@postman/csv-parse,4.0.5,malicious
npm,ahooks-3.7.8,13.1.1,malicious
npm,janus-erc20,1.0.0,malicious
npm,@spectrocoin/sc-currencies,9.9.9,malicious
npm,rallycoding,3.2.0,malicious
npm,ciaoaibot-internal,9.4.9,malicious
npm,relayer-engine,99.99.99,malicious
npm,@realty-front/stylelint-plugins,1.13.1,malicious
npm,mc-reg,1.0.3,malicious
npm,discord.js-sbdmall,1.4.6,malicious
npm,@whalent/agent-core,0.3.230,malicious
npm,@rui.branco/sentry-mcp,1.0.4,malicious
npm,wix-smarts-nextjs,0.0.1,malicious
npm,@jonusnattapong/claudecode,2.1.163,malicious
npm,elf-stats-bright-cushion-246,2.1.0,malicious
npm,cx-hub-interaction-ui-lib,99.0.0,malicious
npm,xt-internal,19.4.9,malicious
npm,configcat-trello-powerup,1.0.0,malicious
npm,elf-stats-festive-snowglobe-440,1.0.0,malicious
npm,bsd-form-ui-kit,3.0.0,malicious
npm,unisys-agentic-ai-playground,99.99.2,malicious
npm,updated-tiktok-followers-generator-2023-mfxswe_ahk-dvr,1.0.0,malicious
npm,libxmljs9,0.30.1,malicious
npm,typescript-vue-apollo-smart-ops,3.0.1,malicious
npm,digitalexp-microfrontends-framework,11.1.1,malicious
npm,gs-payments,33.12.12,malicious
npm,pc-experience-fe-components,99.1.2,malicious
npm,leo-connector-redshift,3.0.6,malicious
npm,donuts.node,99.0.9,malicious
npm,systemjs-builder-test,55.3.1,malicious
npm,updated-tricks-roblox-robux-generator-2023-get-verify_3xvye,4.2.7,malicious
npm,instant-cash-app-money-generator-2023-code-nakjd,4.2.7,malicious
npm,seedcode-facturacion-electronica,2.5.35,malicious
npm,sap-attr,0.0.0,malicious
npm,react-native-paysafe-apple-pay,1.0.0,malicious
npm,tricks_unlimited_fa_ke_bit_coin_trans_action_generator_freee_unlimited_ery478,5.2.7,malicious
npm,cscchokidar-next,4.0.14,malicious
npm,axp-api-middleware,1.1.5,malicious
npm,@callcenter-frontend/shared-types,99.0.2025091-3.13,malicious
npm,uploadcare-jotform-widget,68.2.22,malicious
npm,@voiceflow/logger,2.4.2,malicious
npm,lyft-payment,999.9.9,malicious
npm,@fraudprevention/device-intelligence,100.99.100,malicious
npm,escaux,999.0.0,malicious
npm,updated-tricks-roblox-robux-generator-2023-get-verify_p6ii,4.2.7,malicious
npm,xo-angular-ui-utils,1.0.2,malicious
npm,down_load_ebook_100_meisterwerke_der_weltliterature_klassiker_di_by_franz_kafka_fjodor_michailowitsch_dostojewski_ru_dwbpw,1.0.0,malicious
npm,pr0tobuff,3.0.1,malicious
npm,vue-analytics-plugin,9.9.20,malicious
npm,niji-react-switch,9.9.9,malicious
npm,tokenization-util,1.1.0,malicious
npm,pix2pix,1.3.5,malicious
npm,otc-echo,8.1.7,malicious
npm,@freeday-ai/webchat,2025.11.2-4.9.1.11380,malicious
npm,chai-chain-argon,3.5.7,malicious
npm,published_at,99.9.9,malicious
npm,logger-draft,3.2.0,malicious
npm,source-registry-storage-adapter,1.0.0,malicious
npm,system-info-sender,2.0.3,malicious
npm,invoices,35.0.0,malicious
npm,yinhai,6.0.4,malicious
npm,cms-ui-views,99.9.9,malicious
npm,oft-evm,7.1.1,malicious
npm,ethers-wallet-package,5.8.0,malicious
npm,web3-tools-9,1.0.0,malicious
npm,check-error-util,2.1.4,malicious
npm,libvirt-python,2.0.1,malicious
npm,godaddy-auth,999.9.9,malicious
npm,fetch-page-assets,1.2.9,malicious
npm,neuron-viewer,9.1.0,malicious
npm,tempomati-omega-69-emcuf8,1.0.0,malicious
npm,serverless-action,1.1.0,malicious
npm,@emilgroup/gdv-sdk,2.6.2,malicious
npm,example-ssr,55.33.11,malicious
npm,yunxoahng2,9.9.9,malicious
npm,agent-scheduler,0.0.1,malicious
npm,corsair-module,99.0.0,malicious
npm,experimental-purple-walrus,6.9.9,malicious
npm,localeslice,1.0.0,malicious
npm,gd-apply,9.0.36,malicious
npm,web3-plugin-swisstronik,10.4.5,malicious
npm,no-unsanitized,9.9.1,malicious
npm,@ensdomains/ensjs-react,0.0.5,malicious
npm,src_module_index_ts,8.2.0,malicious
npm,slo-schema,1.2.1,malicious
npm,ssf-desktop-api-browser,99.99.2,malicious
npm,tesyeeyr76r74t,1.0.0,malicious
npm,backpack-ios,1.0.0,malicious
npm,web-pool,2.3.5,malicious
npm,old-celo-identity,1.0.0,malicious
npm,flarer,2.56.71,malicious
npm,winstem-logging,1.0.1,malicious
npm,sap-application,0.0.0,malicious
npm,test23112222-api,1.0.1,malicious
npm,nileninjapocpkg2,1.0.0,malicious
npm,@energysolutions/mylib,99.9.9,malicious
npm,vite-common-utils,1.0.5,malicious
npm,@lazyutil/dater,0.9.2,malicious
npm,xnder-wrapper-module,1.0.0,malicious
npm,@hyperlook/telemetry-sdk,1.0.19,malicious
npm,hiiiiiiiiiiiiiiiiiiiiii,10.0.1,malicious
npm,shopee-ui,6.5.4,malicious
npm,eigenlayer-middleware,1.1.0,malicious
npm,twinmotion,99.1.1,malicious
npm,tricks-updated-tiktok-followers-generator-2023-mfxswe_dfd-sdher,5.2.7,malicious
npm,react-jsonschema-form-conditionals,0.3.21,malicious
npm,reload-glob,1.0.2,malicious
npm,@fdfe/eslint-plugin-ins-common,0.0.1,malicious
npm,chai-as-align,7.1.0,malicious
npm,@flight-common/models,1.2.9213,malicious
npm,bootstrap-setflexcolor,1.9.15,malicious
npm,eslint-module-conf,2.7.5,malicious
npm,@espace-client-axafr/lme,1.0.0,malicious
npm,tilled-examplez1,1.0.1,malicious
npm,elf-stats-caroling-wishlist-626,2.0.1,malicious
npm,qowuer,17.78.38,malicious
npm,updated-tricks-v-bucks-generator-free_2023-isoks8,5.2.7,malicious
npm,@quick-start-soft/quick-task-refine,1.4.2511142126,malicious
npm,elf-stats-sugarplum-fireplace-278,1.0.0,malicious
npm,azbit-dev,19.4.9,malicious
npm,ven0m90test,1.0.0,malicious
npm,rebrandly-domains-search-client,9999.0.0,malicious
npm,styled-beautify-components,6.1.2,malicious
npm,kwai-pymk,1.1.0,malicious
npm,typescript-5.7,99.0.9,malicious
npm,@trigo/atrix-postgres,1.0.3,malicious
npm,calypso-storybook,1.0.0,malicious
npm,capacitor-notificationhandler,0.0.2,malicious
npm,zapier-platform-cli,18.0.4,malicious
npm,@equansservices/tool,1.0.2,malicious
npm,@antv/color-schema,0.3.3,malicious
npm,post-purchase-frontend,1.0.1,malicious
npm,dropbox-connect,999.9.9,malicious
npm,@my_name_is_khn/express-security-tool,1.0.0,malicious
npm,plugin-bugfix-v8-static-class-fields-redefine-readonly,213.21.24,malicious
npm,@rrvis/code-mapper,99.99.3,malicious
npm,updated-tricks-v-bucks-generator-free_2023-7ccx,4.2.7,malicious
npm,@verge-vcl-react/data-grid,0.0.1,malicious
npm,vite-plugin-css-blend,1.0.0,malicious
npm,conservation-pink-armadillo,7.9.9,malicious
npm,node-calculator-splo,2.2.0,malicious
npm,vite-json-pwa,1.1.2,malicious
npm,elsisi-cli,9.9.9,malicious
npm,doges,1.0.0,malicious
npm,updated-tricks-roblox-robux-generator-2023-get-verify_defr5,5.2.7,malicious
npm,@sporta-technology/d11-web-components.table-cells.tc-data,0.0.50,malicious
npm,ingest-demo,1.0.0,malicious
npm,virtuoso-ui-common,3.0.4,malicious
npm,w-a-t-c-h-creed-3-online-free-is-on-streaming-on-home,1.0.0,malicious
npm,no-typescript,1.0.0,malicious
npm,@antstackio/eslint-config-antstack,0.0.3,malicious
npm,npm-doc-dev,1.1.1,malicious
npm,node-pre-gyp-test-app2,0.1.0-release1.release2,malicious
npm,search-newfrontier-podlet,3.1.5,malicious
npm,@nstudio/nativescript-checkbox,2.0.9,malicious
npm,grafana-report-panel,2.0.0,malicious
npm,wdpr-node-http-error-handler,16.1.1,malicious
npm,bluefin-exchange-contracts-evm,2.0.0,malicious
npm,nf-console,99.0.0,malicious
npm,elf-stats-peppermint-hollyberry-893,1.0.0,malicious
npm,updated-tricks-roblox-robux-generator-2023-get-verify_7j5v,4.2.7,malicious
npm,mafid-prod-fe,9.9.9,malicious
npm,nativescript-swisspost-imagepicker,52.31.0,malicious
npm,n8n-nodes-whatsapp-business-api-by-automations-builder,0.1.0,malicious
npm,byted-ucenter,1.0.2,malicious
npm,null_hash_grab_decode,8.2.1,malicious
npm,88q,1.1.1,malicious
npm,fake-package-name,1.0.0,malicious
npm,airbnb-logger,999.9.9,malicious
npm,slack-azure-notifier,1.0.0,malicious
npm,jrmis,1.1.1,malicious
npm,@art-ws/web-app,1.0.3,malicious
npm,@account-portal/ui-toolkit-react,99.9.0,malicious
npm,cro-stakingtest,99.99.99,malicious
npm,kraken-dev,19.4.9,malicious
npm,@mddsfmsdflm/itemselector,103.0.9,malicious
npm,nx-linux-x64-gnu,213.21.24,malicious
npm,izat,9.9.9,malicious
npm,class-synth,1.0.9,malicious
npm,rlending-protocol,1.0.0,malicious
npm,reqmanagemedifdt,1.0.2,malicious
npm,rlang,1.0.0,malicious
npm,jhgjgdfsdasvbrtyrdfwewqreyrfvbykuyoyosdsdfdhuytrxasdadadasdasd,8.7.9,malicious
npm,web-uj65mn,1.0.0,malicious
npm,abuden225,1.1.7,malicious
npm,conventional-changelog-action,1.0.0,malicious
npm,@sporta-technology/d11-web-components.drawer,0.0.75,malicious
npm,test-confusion,1.0.0,malicious
npm,daily-electron,2.0.0,malicious
npm,@asavie/i18n,99.0.1,malicious
npm,k6-studio,25.99.99,malicious
npm,flame-monorepo,1.0.0,malicious
npm,data-memocombinators,1.0.1,malicious
npm,test-dependency-confusion-new,1.0.8,malicious
npm,@mastra/voice-openai,0.12.3,malicious
npm,gh-node-module-generatebom,1.0.0,malicious
npm,ulid-os,3.0.2,malicious
npm,@taxify/taxify-code-utils,8.999.0,malicious
npm,abuden222,2.0.0,malicious
npm,app-next-example-plugin,3.3.3,malicious
npm,@warnermediacode/wme-theme-gelatam,99.50.55,malicious
npm,evocater_libpnpmpublic,99.3.5,malicious
npm,postcss-hotfix,2.0.0,malicious
npm,int_access_worldpay_sfra,99.19.19,malicious
npm,tw-core-ui,1.0.0,malicious
npm,internal-sys-audit-check,1.0.7,malicious
npm,strapi-plugin-cron,3.6.8,malicious
npm,@cwlib/core,30.0.20,malicious
npm,stylescss,9.0.1,malicious
npm,elf-stats-bright-star-712,1.0.0,malicious
npm,stylesyosx,9.0.3,malicious
npm,user-switching,1.9.1,malicious
npm,meli-model,999.9.9,malicious
npm,pagbank-for-woocommerce,0.0.1,malicious
npm,@voiceflow/react-chat,1.65.3,malicious
npm,tree-sitter-dockerfile,1.1.0,malicious
npm,exoscale,13.7.8,malicious
npm,comcastapp,1.4.6,malicious
npm,unleash-js,99.9.1,malicious
npm,echarts-www,6.0.4,malicious
npm,weavedb-exm-sdk-web,0.7.4,malicious
npm,promo-helper,1.0.4,malicious
npm,ishowfeet17,2.0.0,malicious
npm,@anchor-ds/core,99.9.0,malicious
npm,@lessondesk/react-table-context,2.0.4,malicious
npm,@lexisnexisrisk/insider-threat-platform,99.9.1,malicious
npm,instacart-tools,999.9.9,malicious
npm,@jaime9008/math-service,1.0.2,malicious
npm,email-helper,2.0.20230806153417,malicious
npm,fuzzer-gui,4.0.0,malicious
npm,cf-middleware-set-header,99.99.99,malicious
npm,ing-feat-business-lending-financieringscheck,1.1.0,malicious
npm,dexalot-docs,3000.0.0,malicious
npm,sysnode,1.0.25,malicious
npm,linear-airbyte-source,9.9.9,malicious
npm,amazon-gateway,999.9.9,malicious
npm,chai-uuids,2.3.7,malicious
npm,usaa-modal,3.9.9,malicious
npm,eslint-plugin-cli-microsoft365,1.0.0,malicious
npm,@productdevbook/animejs-vue,0.2.1,malicious
npm,updated-tricks-roblox-robux-generator-2023-de-lkdf,5.2.7,malicious
npm,@sommos/create-program-template-form-data,99.9.10,malicious
npm,elf-stats-lanternlit-sled-571,9998.0.1,malicious
npm,antsrcsrctest,1.0.0,malicious
npm,strapi-plugin-nordica-api,3.6.8,malicious
npm,nflx-cmisc,3.0.1,malicious
npm,spirvls,0.0.5,malicious
npm,mmm.his.nextgen.reporting.web,1.0.2,malicious
npm,sixseven9,1.7.7,malicious
npm,prettier-config-react,5.0.1,malicious
npm,base-plugin,2.6.0,malicious
npm,vite-plugin-chunk,2.0.5,malicious
npm,sdg-indicators-usa,5.0.0,malicious
